d1,type,d2,event_category
DB00414,4,DB00294,Common
DB00278,4,DB00603,Common
DB00233,4,DB00887,Common
DB00741,4,DB00731,Common
DB06736,4,DB01240,Common
DB00887,4,DB00586,Common
DB00714,4,DB06016,Common
DB00668,4,DB01120,Common
DB00608,4,DB00158,Common
DB09128,4,DB00731,Common
DB00655,4,DB01583,Common
DB00672,4,DB00959,Common
DB00318,4,DB00704,Common
DB00436,4,DB01252,Common
DB00158,4,DB06725,Common
DB00695,4,DB01252,Common
DB13783,4,DB04861,Common
DB00363,4,DB01252,Common
DB00222,4,DB04946,Common
DB06730,4,DB00834,Common
DB01200,4,DB06148,Common
DB01217,4,DB00255,Common
DB08897,4,DB01233,Common
DB00240,4,DB00136,Common
DB00318,4,DB01075,Common
DB01355,4,DB00603,Common
DB09231,4,DB00758,Common
DB00392,4,DB01233,Common
DB06203,4,DB00741,Common
DB00434,4,DB08918,Common
DB00523,4,DB00783,Common
DB01197,4,DB01211,Common
DB01240,4,DB00788,Common
DB01050,4,DB01046,Common
DB01119,4,DB00731,Common
DB00903,4,DB01628,Common
DB00783,4,DB00990,Common
DB06216,4,DB01067,Common
DB00543,4,DB00332,Common
DB01067,4,DB00367,Common
DB01067,4,DB08815,Common
DB00176,4,DB01583,Common
DB00136,4,DB01410,Common
DB09232,4,DB00758,Common
DB08918,4,DB00451,Common
DB01014,4,DB00808,Common
DB00783,4,DB01067,Common
DB13783,4,DB00559,Common
DB00523,4,DB01196,Common
DB00921,4,DB00704,Common
DB00591,4,DB00834,Common
DB00572,4,DB00677,Common
DB00810,4,DB00677,Common
DB08815,4,DB00491,Common
DB13783,4,DB00411,Common
DB01395,4,DB08882,Common
DB00915,4,DB01403,Common
DB00819,4,DB06148,Common
DB00523,4,DB00255,Common
DB00861,4,DB00808,Common
DB06203,4,DB06216,Common
DB01242,4,DB00318,Common
DB01014,4,DB01240,Common
DB01351,4,DB00255,Common
DB13783,4,DB13139,Common
DB00158,4,DB04817,Common
DB00367,4,DB00731,Common
DB00394,4,DB00834,Common
DB00564,4,DB01395,Common
DB00695,4,DB00731,Common
DB01320,4,DB06730,Common
DB00158,4,DB09212,Common
DB00861,4,DB00917,Common
DB06203,4,DB00887,Common
DB01014,4,DB00903,Common
DB00443,4,DB08882,Common
DB00695,4,DB00563,Common
DB00459,4,DB00603,Common
DB00714,4,DB06216,Common
DB00215,4,DB00451,Common
DB01357,4,DB00731,Common
DB00318,4,DB00458,Common
DB01122,4,DB00804,Common
DB00363,4,DB00491,Common
DB00564,4,DB01357,Common
DB01118,4,DB00318,Common
DB01046,4,DB00179,Common
DB00006,4,DB00603,Common
DB00977,4,DB01583,Common
DB06605,4,DB00367,Common
DB00977,4,DB00990,Common
DB06777,4,DB00655,Common
DB08907,4,DB00294,Common
DB01393,4,DB06777,Common
DB00414,4,DB01238,Common
DB00278,4,DB00367,Common
DB00804,4,DB00843,Common
DB09223,4,DB01200,Common
DB00672,4,DB01357,Common
DB13783,4,DB00869,Common
DB00443,4,DB00731,Common
DB06695,4,DB09123,Common
DB06789,4,DB01252,Common
DB00593,4,DB06148,Common
DB00278,4,DB00294,Common
DB00917,4,DB01097,Common
DB01223,4,DB00683,Common
DB00847,4,DB00736,Common
DB00294,4,DB00222,Common
DB00749,4,DB00808,Common
DB00484,4,DB06148,Common
DB00543,4,DB08906,Common
DB01217,4,DB13952,Common
DB06605,4,DB09123,Common
DB00887,4,DB00672,Common
DB00572,4,DB00772,Common
DB00496,4,DB00674,Common
DB01238,4,DB00222,Common
DB01406,4,DB01120,Common
DB01234,4,DB00222,Common
DB00443,4,DB01067,Common
DB00180,4,DB00834,Common
DB13783,4,DB00542,Common
DB01046,4,DB00333,Common
DB00967,4,DB00677,Common
DB00158,4,DB00328,Common
DB01320,4,DB00603,Common
DB00195,4,DB00318,Common
DB00482,4,DB00903,Common
DB00608,4,DB00903,Common
DB00257,4,DB00318,Common
DB01016,4,DB00603,Common
DB06216,4,DB01252,Common
DB01590,4,DB08882,Common
DB01418,4,DB06789,Common
DB04946,4,DB00731,Common
DB00714,4,DB00933,Common
DB05541,4,DB00358,Common
DB00245,4,DB01400,Common
DB00951,4,DB01235,Common
DB00482,4,DB00318,Common
DB01046,4,DB01024,Common
DB00255,4,DB01355,Common
DB00720,4,DB05351,Common
DB01200,4,DB09224,Common
DB00714,4,DB08815,Common
DB00783,4,DB00491,Common
DB00917,4,DB01628,Common
DB00640,4,DB01223,Common
DB06216,4,DB01235,Common
DB00996,4,DB00358,Common
DB05246,4,DB06148,Common
DB00695,4,DB01120,Common
DB00482,4,DB01240,Common
DB00443,4,DB00222,Common
DB00783,4,DB00849,Common
DB00414,4,DB00903,Common
DB01240,4,DB00461,Common
DB00963,4,DB00903,Common
DB00758,4,DB09235,Common
DB08815,4,DB00731,Common
DB01240,4,DB01024,Common
DB00222,4,DB06789,Common
DB13783,4,DB06262,Common
DB00977,4,DB01355,Common
DB01169,4,DB08882,Common
DB06736,4,DB00887,Common
DB01234,4,DB01016,Common
DB00603,4,DB01252,Common
DB00783,4,DB01355,Common
DB00392,4,DB01043,Common
DB00696,4,DB06148,Common
DB06777,4,DB01357,Common
DB06216,4,DB08882,Common
DB00813,4,DB00704,Common
DB00808,4,DB00328,Common
DB01014,4,DB00436,Common
DB01406,4,DB00731,Common
DB00887,4,DB09212,Common
DB00996,4,DB06148,Common
DB00783,4,DB01583,Common
DB00436,4,DB01016,Common
DB00523,4,DB01357,Common
DB00843,4,DB00332,Common
DB00436,4,DB00586,Common
DB11181,4,DB00358,Common
DB00945,4,DB00808,Common
DB00158,4,DB00814,Common
DB01435,4,DB00903,Common
DB09128,4,DB00672,Common
DB00903,4,DB01050,Common
DB00523,4,DB04574,Common
DB00222,4,DB00367,Common
DB00915,4,DB04946,Common
DB00843,4,DB00392,Common
DB00956,5,DB09224,Common
DB00484,5,DB00366,Common
DB00402,5,DB00557,Common
DB00484,5,DB00849,Common
DB00898,5,DB01355,Common
DB00972,5,DB00628,Common
DB01219,5,DB01403,Common
DB00543,5,DB00557,Common
DB00333,5,DB00486,Common
DB01142,5,DB00898,Common
DB01114,5,DB00370,Common
DB01176,5,DB00898,Common
DB01558,5,DB00370,Common
DB00366,5,DB00875,Common
DB00934,5,DB01403,Common
DB00484,5,DB00292,Common
DB01114,5,DB00470,Common
DB00366,5,DB00281,Common
DB00477,5,DB00366,Common
DB00494,5,DB00557,Common
DB00972,5,DB09128,Common
DB00647,5,DB00898,Common
DB00484,5,DB00875,Common
DB01466,5,DB00486,Common
DB01151,5,DB00557,Common
DB00490,5,DB00557,Common
DB00557,5,DB00555,Common
DB00176,5,DB00557,Common
DB04953,5,DB00557,Common
DB00921,5,DB00647,Common
DB01018,5,DB00486,Common
DB00921,5,DB01320,Common
DB00366,5,DB01065,Common
DB00949,5,DB00956,Common
DB00921,5,DB00527,Common
DB00972,5,DB00683,Common
DB00907,5,DB00956,Common
DB00996,5,DB00956,Common
DB00484,5,DB00921,Common
DB00593,5,DB00370,Common
DB00543,5,DB00486,Common
DB00802,5,DB00484,Common
DB00921,5,DB00849,Common
DB00557,5,DB00455,Common
DB00972,5,DB04841,Common
DB00921,5,DB00753,Common
DB00933,5,DB01403,Common
DB00956,5,DB00327,Common
DB00924,5,DB00898,Common
DB01151,5,DB00470,Common
DB04908,5,DB01403,Common
DB00575,5,DB00557,Common
DB01086,5,DB00486,Common
DB00366,5,DB00186,Common
DB00921,5,DB00318,Common
DB00557,5,DB00333,Common
DB01558,5,DB01403,Common
DB09128,5,DB00898,Common
DB00434,5,DB00470,Common
DB00186,5,DB01403,Common
DB00434,5,DB00956,Common
DB00318,5,DB00370,Common
DB00484,5,DB00490,Common
DB00972,5,DB00366,Common
DB00921,5,DB00575,Common
DB00470,5,DB06282,Common
DB01355,5,DB01403,Common
DB00628,5,DB00470,Common
DB00356,5,DB01403,Common
DB00898,5,DB01466,Common
DB00321,5,DB00484,Common
DB00972,5,DB01219,Common
DB00470,5,DB00333,Common
DB00754,5,DB00486,Common
DB00628,5,DB00956,Common
DB04841,5,DB00557,Common
DB00327,5,DB00370,Common
DB00484,5,DB01142,Common
DB00333,5,DB01403,Common
DB00402,5,DB00486,Common
DB00972,5,DB01227,Common
DB00555,5,DB00370,Common
DB00802,5,DB00370,Common
DB00921,5,DB00434,Common
DB00564,5,DB00486,Common
DB01028,5,DB00486,Common
DB00898,5,DB00371,Common
DB00748,5,DB00486,Common
DB00484,5,DB00494,Common
DB00633,5,DB01403,Common
DB00455,5,DB00370,Common
DB00484,5,DB00477,Common
DB01219,5,DB00470,Common
DB00921,5,DB00176,Common
DB00754,5,DB00557,Common
DB01018,5,DB00956,Common
DB00557,5,DB00849,Common
DB00434,5,DB00557,Common
DB01238,5,DB00956,Common
DB00557,5,DB00186,Common
DB00484,5,DB00748,Common
DB00829,5,DB01403,Common
DB01018,5,DB01403,Common
DB01351,5,DB06148,Common
DB00402,5,DB01403,Common
DB00972,5,DB00477,Common
DB00490,5,DB00898,Common
DB04841,5,DB00370,Common
DB00849,5,DB06148,Common
DB01159,5,DB00370,Common
DB00484,5,DB01242,Common
DB00972,5,DB04953,Common
DB01068,5,DB00557,Common
DB00972,5,DB00186,Common
DB00297,5,DB00956,Common
DB11148,5,DB00366,Common
DB01219,5,DB00956,Common
DB01176,5,DB00956,Common
DB00588,5,DB00486,Common
DB00898,5,DB00295,Common
DB00477,5,DB00370,Common
DB01161,5,DB00470,Common
DB00366,5,DB00956,Common
DB01068,5,DB00956,Common
DB00366,5,DB01002,Common
DB00907,5,DB00366,Common
DB00996,5,DB01403,Common
DB00921,5,DB00490,Common
DB00972,5,DB00588,Common
DB00972,5,DB01159,Common
DB09224,5,DB01403,Common
DB00557,5,DB06738,Common
DB00924,5,DB00470,Common
DB00484,5,DB00588,Common
DB00829,5,DB00557,Common
DB01320,5,DB00956,Common
DB00849,5,DB00486,Common
DB00297,5,DB00370,Common
DB01242,5,DB00898,Common
DB00366,5,DB01544,Common
DB00470,5,DB01215,Common
DB00921,5,DB00737,Common
DB00921,5,DB00898,Common
DB00921,5,DB00588,Common
DB00484,5,DB00633,Common
DB01587,5,DB00486,Common
DB00972,5,DB01466,Common
DB00972,5,DB00176,Common
DB00972,5,DB00557,Common
DB00898,5,DB00934,Common
DB01235,5,DB01403,Common
DB00898,5,DB00281,Common
DB09128,5,DB00366,Common
DB00366,5,DB00486,Common
DB00363,5,DB00486,Common
DB00564,5,DB00366,Common
DB08815,5,DB00370,Common
DB01086,5,DB01403,Common
DB00921,5,DB00395,Common
DB00494,5,DB00370,Common
DB00366,5,DB00593,Common
DB00366,5,DB00898,Common
DB06594,5,DB00898,Common
DB01219,5,DB00898,Common
DB00470,5,DB00956,Common
DB00484,5,DB00967,Common
DB00924,5,DB00370,Common
DB06594,5,DB00486,Common
DB00628,5,DB00898,Common
DB00972,5,DB01215,Common
DB00898,5,DB01587,Common
DB00921,5,DB04841,Common
DB00543,5,DB01403,Common
DB00557,5,DB00371,Common
DB01437,5,DB00370,Common
DB00898,5,DB00292,Common
DB01242,5,DB00557,Common
DB00484,5,DB01437,Common
DB00484,5,DB00683,Common
DB00366,5,DB09224,Common
DB01403,5,DB05246,Common
DB00907,5,DB00470,Common
DB01114,5,DB00898,Common
DB00557,5,DB00753,Common
DB00898,5,DB00555,Common
DB00484,5,DB01068,Common
DB00623,5,DB00370,Common
DB01558,5,DB00333,Common
DB11148,5,DB00557,Common
DB06594,5,DB00557,Common
DB01086,5,DB00470,Common
DB00647,5,DB00956,Common
DB00366,5,DB05246,Common
DB00484,5,DB01221,Common
DB00484,5,DB01544,Common
DB00333,5,DB00370,Common
DB06282,5,DB00486,Common
DB00690,5,DB00557,Common
DB00366,5,DB01437,Common
DB00972,5,DB00754,Common
DB00366,5,DB00754,Common
DB00470,5,DB04908,Common
DB00470,5,DB01466,Common
DB00484,5,DB01587,Common
DB00366,5,DB01320,Common
DB01351,5,DB00557,Common
DB00972,5,DB00647,Common
DB00557,5,DB01403,Common
DB00875,5,DB00956,Common
DB00470,5,DB01235,Common
DB01075,5,DB01403,Common
DB00754,5,DB00956,Common
DB00470,5,DB00557,Common
DB01351,5,DB00972,Common
DB00366,5,DB09166,Common
DB01086,5,DB00484,Common
DB06594,5,DB00484,Common
DB00484,5,DB00402,Common
DB01437,5,DB01403,Common
DB01176,5,DB00370,Common
DB00484,5,DB08815,Common
DB00490,5,DB01403,Common
DB01351,5,DB00898,Common
DB00972,5,DB01114,Common
DB00956,5,DB00849,Common
DB00575,5,DB00898,Common
DB00915,6,DB00472,Common
DB00261,6,DB01151,Common
DB00207,6,DB01403,Common
DB00537,6,DB00875,Common
DB00261,6,DB00199,Common
DB00875,6,DB00934,Common
DB01238,6,DB00889,Common
DB01118,6,DB00927,Common
DB01169,6,DB00757,Common
DB06216,6,DB00289,Common
DB00280,6,DB00199,Common
DB00261,6,DB00949,Common
DB00261,6,DB01075,Common
DB00915,6,DB00834,Common
DB00543,6,DB04946,Common
DB01169,6,DB00199,Common
DB01175,6,DB00622,Common
DB01175,6,DB00753,Common
DB00757,6,DB01137,Common
DB04946,6,DB05039,Common
DB00949,6,DB00875,Common
DB00949,6,DB00889,Common
DB00757,6,DB09039,Common
DB06216,6,DB00889,Common
DB01195,6,DB01167,Common
DB01274,6,DB00207,Common
DB00363,6,DB00204,Common
DB06216,6,DB00983,Common
DB00280,6,DB08815,Common
DB00207,6,DB00537,Common
DB01169,6,DB00270,Common
DB00875,6,DB00889,Common
DB01195,6,DB00889,Common
DB04855,6,DB00622,Common
DB00477,6,DB00333,Common
DB04855,6,DB00916,Common
DB00537,6,DB13074,Common
DB00537,6,DB01195,Common
DB00261,6,DB00714,Common
DB00757,6,DB00875,Common
DB04953,6,DB00472,Common
DB00983,6,DB00889,Common
DB00346,6,DB04855,Common
DB00204,6,DB00808,Common
DB00188,6,DB01195,Common
DB00207,6,DB08868,Common
DB12161,6,DB00933,Common
DB08865,6,DB01403,Common
DB04953,6,DB01137,Common
DB00207,6,DB09039,Common
DB06216,6,DB01075,Common
DB00537,6,DB01259,Common
DB06216,6,DB00333,Common
DB00261,6,DB00757,Common
DB00346,6,DB01175,Common
DB00543,6,DB04855,Common
DB00537,6,DB00808,Common
DB00280,6,DB01403,Common
DB01211,6,DB00472,Common
DB04855,6,DB04953,Common
DB00915,6,DB01137,Common
DB08865,6,DB00502,Common
DB01211,6,DB01403,Common
DB00502,6,DB00358,Common
DB00199,6,DB00927,Common
DB00207,6,DB01259,Common
DB00674,6,DB00889,Common
DB00204,6,DB00458,Common
DB00889,6,DB00916,Common
DB01169,6,DB08868,Common
DB00199,6,DB00889,Common
DB00215,6,DB01195,Common
DB04855,6,DB01259,Common
DB00808,6,DB09078,Common
DB00261,6,DB08865,Common
DB01238,6,DB00502,Common
DB00333,6,DB00916,Common
DB01137,6,DB00834,Common
DB00604,6,DB00757,Common
DB01169,6,DB00622,Common
DB00207,6,DB00358,Common
DB00543,6,DB00204,Common
DB08868,6,DB00875,Common
DB01169,6,DB00477,Common
DB00537,6,DB04953,Common
DB00321,6,DB01137,Common
DB12161,6,DB01175,Common
DB06216,6,DB01242,Common
DB00757,6,DB00472,Common
DB00363,6,DB05039,Common
DB01175,6,DB00949,Common
DB00608,6,DB00757,Common
DB00757,6,DB01195,Common
DB01184,6,DB08893,Common
DB01175,6,DB00808,Common
DB06216,6,DB00358,Common
DB01169,6,DB00983,Common
DB08912,6,DB00875,Common
DB05039,6,DB09078,Common
DB00477,6,DB13074,Common
DB00289,6,DB04855,Common
DB00477,6,DB00215,Common
DB00757,6,DB04855,Common
DB08865,6,DB00557,Common
DB00207,6,DB00215,Common
DB00207,6,DB00199,Common
DB00915,6,DB01184,Common
DB09039,6,DB00983,Common
DB00608,6,DB01195,Common
DB00199,6,DB00472,Common
DB04953,6,DB00333,Common
DB00843,6,DB13074,Common
DB00261,6,DB09063,Common
DB00927,6,DB00502,Common
DB00199,6,DB04953,Common
DB00915,6,DB00333,Common
DB01184,6,DB04953,Common
DB00261,6,DB01137,Common
DB00608,6,DB00875,Common
DB00346,6,DB00363,Common
DB00983,6,DB04946,Common
DB00321,6,DB00889,Common
DB00261,6,DB01238,Common
DB00280,6,DB04953,Common
DB00472,6,DB01320,Common
DB00537,6,DB01211,Common
DB00472,6,DB00502,Common
DB00714,6,DB01137,Common
DB01175,6,DB00834,Common
DB00363,6,DB00949,Common
DB00346,6,DB00207,Common
DB00543,6,DB00757,Common
DB00674,6,DB04946,Common
DB00502,6,DB05039,Common
DB00261,6,DB01211,Common
DB00346,6,DB01137,Common
DB00215,6,DB09078,Common
DB00207,6,DB00983,Common
DB00188,6,DB00604,Common
DB09039,6,DB00889,Common
DB09063,6,DB00753,Common
DB01026,6,DB01137,Common
DB00714,6,DB00834,Common
DB08912,6,DB01137,Common
DB01238,6,DB00537,Common
DB00321,6,DB01184,Common
DB00757,6,DB04953,Common
DB08865,6,DB00280,Common
DB00604,6,DB01075,Common
DB04953,6,DB00502,Common
DB00674,6,DB01137,Common
DB04855,6,DB05039,Common
DB08865,6,DB04946,Common
DB04855,6,DB00927,Common
DB09078,6,DB00622,Common
DB00608,6,DB00949,Common
DB00537,6,DB08893,Common
DB01274,6,DB01195,Common
DB00261,6,DB12161,Common
DB01118,6,DB00280,Common
DB01195,6,DB09078,Common
DB00543,6,DB00280,Common
DB00204,6,DB08893,Common
DB01211,6,DB01233,Common
DB01274,6,DB01184,Common
DB08865,6,DB04953,Common
DB00472,6,DB00753,Common
DB01184,6,DB00458,Common
DB00889,6,DB01259,Common
DB04855,6,DB00889,Common
DB00215,6,DB00358,Common
DB00207,6,DB00477,Common
DB00714,6,DB00608,Common
DB01184,6,DB05039,Common
DB00543,6,DB09078,Common
DB01195,6,DB00753,Common
DB00608,6,DB00889,Common
DB04855,6,DB09078,Common
DB04946,6,DB00358,Common
DB00915,6,DB00757,Common
DB09063,6,DB00537,Common
DB01175,6,DB00557,Common
DB00261,6,DB01259,Common
DB01169,6,DB01075,Common
DB01118,6,DB00757,Common
DB00604,6,DB08893,Common
DB00261,6,DB00674,Common
DB00280,6,DB01137,Common
DB00537,6,DB01151,Common
DB00714,6,DB00333,Common
DB00915,6,DB00889,Common
DB08865,6,DB00199,Common
DB00204,6,DB00916,Common
DB00477,6,DB00949,Common
DB00280,6,DB08893,Common
DB01142,6,DB09078,Common
DB00915,6,DB08865,Common
DB04946,6,DB00622,Common
DB06216,6,DB01137,Common
DB01238,6,DB01184,Common
DB00215,6,DB00949,Common
DB00537,6,DB12161,Common
DB00875,6,DB00333,Common
DB01151,6,DB09078,Common
DB00637,6,DB12161,Common
DB09039,6,DB00358,Common
DB09078,6,DB00358,Common
DB01118,6,DB12161,Common
DB01075,6,DB09078,Common
DB00875,6,DB01167,Common
DB00604,6,DB01151,Common
DB09039,6,DB08868,Common
DB01075,6,DB01175,Common
DB00543,6,DB09063,Common
DB06216,6,DB00808,Common
DB00875,6,DB00983,Common
DB00261,6,DB13074,Common
DB00537,6,DB00502,Common
DB00502,6,DB00808,Common
DB01184,6,DB09078,Common
DB01193,7,DB00623,Common
DB01244,7,DB00805,Common
DB00436,7,DB00559,Common
DB00542,7,DB00887,Common
DB01351,7,DB01197,Common
DB06403,7,DB09235,Common
DB00590,7,DB01355,Common
DB00182,7,DB00590,Common
DB00346,7,DB09235,Common
DB00343,7,DB00876,Common
DB01193,7,DB00796,Common
DB01029,7,DB00968,Common
DB00521,7,DB00678,Common
DB09026,7,DB00622,Common
DB01244,7,DB01197,Common
DB09026,7,DB01143,Common
DB09235,7,DB00264,Common
DB00796,7,DB01136,Common
DB00678,7,DB00264,Common
DB00598,7,DB08932,Common
DB01238,7,DB00436,Common
DB00866,7,DB00528,Common
DB01193,7,DB01171,Common
DB04846,7,DB08932,Common
DB00381,7,DB01240,Common
DB00796,7,DB00528,Common
DB01238,7,DB01029,Common
DB00542,7,DB00584,Common
DB01143,7,DB04846,Common
DB01244,7,DB00629,Common
DB00436,7,DB01244,Common
DB00612,7,DB01275,Common
DB00598,7,DB09282,Common
DB04840,7,DB09235,Common
DB00381,7,DB01170,Common
DB04840,7,DB00629,Common
DB00590,7,DB01170,Common
DB01023,7,DB01170,Common
DB00623,7,DB00598,Common
DB00903,7,DB01355,Common
DB00968,7,DB00849,Common
DB01193,7,DB00584,Common
DB01240,7,DB00849,Common
DB00559,7,DB09282,Common
DB00796,7,DB08932,Common
DB08932,7,DB09282,Common
DB00528,7,DB04861,Common
DB00590,7,DB00808,Common
DB06237,7,DB09282,Common
DB06403,7,DB04861,Common
DB00869,7,DB01170,Common
DB06403,7,DB09282,Common
DB00584,7,DB00903,Common
DB00805,7,DB04861,Common
DB01238,7,DB01240,Common
DB00866,7,DB01171,Common
DB01246,7,DB00521,Common
DB09026,7,DB01275,Common
DB01023,7,DB00805,Common
DB01119,7,DB00968,Common
DB01193,7,DB00346,Common
DB01119,7,DB00584,Common
DB00381,7,DB00195,Common
DB00195,7,DB08932,Common
DB06403,7,DB04840,Common
DB00796,7,DB00805,Common
DB09026,7,DB04840,Common
DB00559,7,DB00968,Common
DB01351,7,DB00678,Common
DB00590,7,DB01275,Common
DB01143,7,DB01355,Common
DB01143,7,DB00436,Common
DB00521,7,DB00808,Common
DB00695,7,DB01355,Common
DB00528,7,DB00968,Common
DB01197,7,DB01355,Common
DB00876,7,DB00805,Common
DB01197,7,DB00521,Common
DB00346,7,DB00808,Common
DB00346,7,DB00590,Common
DB01351,7,DB01612,Common
DB00195,7,DB00968,Common
DB00612,7,DB00796,Common
DB00869,7,DB01018,Common
DB01351,7,DB01235,Common
DB00542,7,DB04840,Common
DB00346,7,DB08932,Common
DB00436,7,DB00612,Common
DB00436,7,DB00876,Common
DB00714,7,DB01355,Common
DB01143,7,DB00968,Common
DB01119,7,DB01275,Common
DB01143,7,DB00869,Common
DB01197,7,DB00805,Common
DB00678,7,DB00849,Common
DB01197,7,DB00528,Common
DB01170,7,DB00678,Common
DB01238,7,DB00808,Common
DB00528,7,DB09282,Common
DB00346,7,DB00343,Common
DB09026,7,DB00629,Common
DB06403,7,DB01119,Common
DB01143,7,DB00484,Common
DB00575,7,DB00629,Common
DB00436,7,DB00575,Common
DB01240,7,DB00805,Common
DB01023,7,DB01171,Common
DB00575,7,DB01240,Common
DB01136,7,DB01275,Common
DB01193,7,DB01246,Common
DB01240,7,DB00528,Common
DB06403,7,DB00542,Common
DB00195,7,DB00528,Common
DB01238,7,DB00297,Common
DB00195,7,DB00270,Common
DB01119,7,DB00876,Common
DB01197,7,DB01136,Common
DB01244,7,DB08932,Common
DB00872,7,DB00849,Common
DB01197,7,DB01171,Common
DB00559,7,DB01170,Common
DB01023,7,DB00968,Common
DB06403,7,DB01244,Common
DB00182,7,DB00270,Common
DB00612,7,DB08932,Common
DB00436,7,DB00195,Common
DB00623,7,DB04861,Common
DB00808,7,DB01171,Common
DB01238,7,DB01200,Common
DB00521,7,DB01170,Common
DB00866,7,DB00808,Common
DB04840,7,DB01275,Common
DB01143,7,DB00678,Common
DB01193,7,DB06403,Common
DB00195,7,DB00796,Common
DB08932,7,DB04861,Common
DB00542,7,DB00195,Common
DB01119,7,DB00622,Common
DB01197,7,DB01275,Common
DB00575,7,DB01119,Common
DB01275,7,DB01171,Common
DB00436,7,DB00678,Common
DB00629,7,DB09282,Common
DB01351,7,DB00695,Common
DB00381,7,DB04861,Common
DB01136,7,DB00869,Common
DB04840,7,DB08932,Common
DB00575,7,DB00968,Common
DB01143,7,DB00584,Common
DB01143,7,DB01275,Common
DB04846,7,DB00869,Common
DB01240,7,DB01018,Common
DB00521,7,DB09282,Common
DB00612,7,DB00808,Common
DB00381,7,DB01244,Common
DB00436,7,DB09282,Common
DB00381,7,DB01029,Common
DB01193,7,DB00869,Common
DB00542,7,DB01136,Common
DB01244,7,DB04840,Common
DB00542,7,DB01023,Common
DB00869,7,DB00968,Common
DB01029,7,DB00528,Common
DB01275,7,DB00968,Common
DB01612,7,DB01355,Common
DB00808,7,DB01029,Common
DB00869,7,DB00629,Common
DB00542,7,DB00968,Common
DB00629,7,DB00528,Common
DB01197,7,DB00584,Common
DB00182,7,DB01240,Common
DB09026,7,DB09282,Common
DB00346,7,DB01136,Common
DB01193,7,DB01240,Common
DB01244,7,DB00270,Common
DB00381,7,DB00968,Common
DB00182,7,DB09235,Common
DB01238,7,DB01023,Common
DB00343,7,DB00968,Common
DB09235,7,DB00678,Common
DB01170,7,DB00528,Common
DB01143,7,DB01238,Common
DB00182,7,DB01018,Common
DB01238,7,DB01018,Common
DB00866,7,DB01197,Common
DB00381,7,DB08932,Common
DB01238,7,DB00876,Common
DB01018,7,DB00968,Common
DB09026,7,DB01136,Common
DB00869,7,DB00528,Common
DB00887,7,DB00584,Common
DB00575,7,DB08932,Common
DB04846,7,DB01029,Common
DB04920,7,DB00343,Common
DB01143,7,DB01018,Common
DB00866,7,DB00623,Common
DB00866,7,DB00182,Common
DB00381,7,DB00808,Common
DB01018,7,DB01275,Common
DB00346,7,DB09026,Common
DB06237,7,DB00598,Common
DB00968,7,DB00264,Common
DB00883,7,DB09282,Common
DB01143,7,DB01197,Common
DB00796,7,DB00968,Common
DB00346,7,DB01275,Common
DB00436,7,DB01240,Common
DB06403,7,DB00598,Common
DB01238,7,DB00542,Common
DB00542,7,DB01171,Common
DB01136,7,DB09235,Common
DB01240,7,DB01023,Common
DB01193,7,DB01143,Common
DB09026,7,DB00849,Common
DB00521,7,DB00270,Common
DB00594,7,DB00849,Common
DB01197,7,DB00869,Common
DB00255,8,DB00400,Common
DB00564,8,DB00482,Common
DB01320,8,DB00947,Common
DB00564,8,DB00678,Common
DB00636,8,DB01320,Common
DB01320,8,DB09262,Common
DB00564,8,DB00636,Common
DB00564,8,DB01039,Common
DB00564,8,DB00496,Common
DB00758,8,DB01320,Common
DB09231,8,DB00564,Common
DB00564,8,DB01184,Common
DB00924,8,DB00849,Common
DB00564,8,DB01283,Common
DB00564,8,DB01183,Common
DB00316,8,DB00564,Common
DB00564,8,DB00446,Common
DB01320,8,DB08918,Common
DB00564,8,DB05039,Common
DB00546,8,DB01320,Common
DB00564,8,DB00390,Common
DB06216,8,DB01320,Common
DB00637,8,DB09280,Common
DB01175,8,DB01320,Common
DB00564,8,DB00757,Common
DB00543,8,DB01355,Common
DB00883,8,DB09280,Common
DB00564,8,DB00371,Common
DB00802,8,DB01320,Common
DB00564,8,DB00514,Common
DB00673,8,DB01050,Common
DB00564,8,DB00589,Common
DB00199,8,DB01320,Common
DB00564,8,DB00751,Common
DB06736,8,DB00564,Common
DB00918,8,DB01320,Common
DB01012,8,DB09280,Common
DB00564,8,DB01050,Common
DB00564,8,DB01151,Common
DB13956,8,DB01320,Common
DB01244,8,DB01355,Common
DB00307,8,DB00564,Common
DB00564,8,DB06777,Common
DB01320,8,DB00883,Common
DB00564,8,DB00829,Common
DB00783,8,DB00400,Common
DB09229,8,DB01355,Common
DB00185,8,DB09280,Common
DB09280,8,DB01110,Common
DB01020,8,DB09280,Common
DB01320,8,DB01002,Common
DB00564,8,DB00280,Common
DB01435,8,DB01320,Common
DB01320,8,DB05246,Common
DB00564,8,DB00690,Common
DB00564,8,DB00471,Common
DB01196,8,DB00400,Common
DB00564,8,DB00499,Common
DB09026,8,DB09280,Common
DB00612,8,DB01320,Common
DB00564,8,DB01016,Common
DB00712,8,DB01320,Common
DB00564,8,DB01028,Common
DB09167,8,DB00849,Common
DB00924,8,DB09280,Common
DB01320,8,DB00502,Common
DB00564,8,DB00988,Common
DB00749,8,DB01320,Common
DB00564,8,DB13955,Common
DB01184,8,DB01320,Common
DB00796,8,DB00564,Common
DB01219,8,DB09280,Common
DB00136,8,DB01320,Common
DB00564,8,DB00356,Common
