d1,type,d2
DB00261,1,DB00861
DB00594,1,DB01020
DB00527,1,DB00875
DB00542,1,DB00631
DB00357,1,DB06772
DB01351,1,DB11148
DB00810,1,DB08893
DB00502,1,DB00328
DB01076,1,DB13139
DB09166,1,DB00555
DB01076,1,DB01587
DB00394,1,DB01043
DB01161,1,DB00647
DB00748,1,DB00228
DB06772,1,DB00179
DB09224,1,DB01149
DB00327,1,DB00186
DB00918,1,DB00514
DB00753,1,DB06282
DB01176,1,DB00292
DB06738,1,DB00683
DB00967,1,DB01142
DB00477,1,DB01437
DB01159,1,DB01020
DB00591,1,DB01050
DB00872,1,DB00968
DB00714,1,DB00968
DB06700,1,DB00370
DB00608,1,DB00179
DB01238,1,DB00434
DB00436,1,DB00883
DB00321,1,DB01407
DB00411,1,DB00598
DB00918,1,DB08815
DB01176,1,DB00281
DB00972,1,DB00328
DB00589,1,DB08815
DB00876,1,DB00903
DB00907,1,DB00696
DB00594,1,DB00612
DB01197,1,DB09212
DB00564,1,DB00950
DB06700,1,DB00216
DB00394,1,DB04817
DB00320,1,DB00959
DB01587,1,DB06282
DB00283,1,DB01253
DB04920,1,DB00631
DB00572,1,DB00647
DB00996,1,DB00333
DB00887,1,DB00903
DB06700,1,DB01587
DB06594,1,DB01002
DB01161,1,DB00683
DB00472,1,DB00186
DB09128,1,DB00753
DB00394,1,DB01050
DB01151,1,DB00228
DB00647,1,DB01437
DB09166,1,DB00949
DB01086,1,DB01151
DB01161,1,DB00949
DB01197,1,DB00586
DB00712,1,DB00502
DB00216,1,DB08815
DB01014,1,DB00959
DB01227,1,DB00703
DB00222,1,DB01097
DB04953,1,DB04908
DB00973,1,DB01039
DB00490,1,DB04946
DB06594,1,DB00690
DB01114,1,DB00434
DB01018,1,DB01159
DB00861,1,DB04574
DB06594,1,DB00813
DB00972,1,DB01283
DB00257,1,DB00353
DB00402,1,DB04953
DB00924,1,DB00647
DB00813,1,DB00458
DB00320,1,DB00696
DB04871,1,DB00353
DB00628,1,DB00363
DB00411,1,DB01043
DB00366,1,DB08918
DB00297,1,DB01114
DB01612,1,DB00612
DB00907,1,DB00494
DB00477,1,DB00876
DB00248,1,DB00951
DB00633,1,DB00622
DB01221,1,DB00455
DB00459,1,DB00254
DB00490,1,DB00829
DB00443,1,DB01043
DB00802,1,DB00527
DB00490,1,DB01233
DB01161,1,DB01142
DB09167,1,DB01064
DB01009,1,DB01024
DB00875,1,DB06738
DB00318,1,DB00647
DB00945,1,DB00959
DB00907,1,DB04953
DB00395,1,DB00371
DB00543,1,DB00458
DB04841,1,DB00934
DB00741,1,DB01050
DB00035,1,DB00814
DB04855,1,DB01253
DB00434,1,DB04946
DB00381,1,DB04920
DB01217,1,DB00696
DB06774,1,DB00589
DB00436,1,DB00297
DB06700,1,DB06282
DB00861,1,DB01628
DB05676,1,DB09212
DB01142,1,DB00402
DB01169,1,DB01275
DB00575,1,DB00753
DB00289,1,DB01253
DB01075,1,DB01065
DB00593,1,DB00502
DB01238,1,DB00228
DB00594,1,DB00903
DB01086,1,DB01215
DB01076,1,DB09048
DB01466,1,DB00934
DB00628,1,DB00292
DB00749,1,DB09212
DB00527,1,DB00176
DB01437,1,DB01227
DB00586,1,DB00741
DB00395,1,DB00933
DB01014,1,DB00678
DB00924,1,DB00875
DB00594,1,DB00486
DB01219,1,DB00555
DB00796,1,DB09212
DB00754,1,DB00737
DB00199,1,DB00589
DB01437,1,DB04946
DB01114,1,DB01002
DB00875,1,DB00952
DB01219,1,DB00371
DB00395,1,DB00907
DB06216,1,DB00623
DB04841,1,DB01544
DB00945,1,DB00869
DB01175,1,DB01587
DB09212,1,DB01024
DB00490,1,DB01161
DB00963,1,DB00784
DB00543,1,DB11148
DB00796,1,DB01050
DB00283,1,DB00875
DB01114,1,DB00327
DB00741,1,DB00805
DB01197,1,DB00788
DB00875,1,DB01149
DB09128,1,DB01219
DB08906,1,DB01009
DB09166,1,DB00950
DB00594,1,DB00521
DB01118,1,DB00633
DB00477,1,DB01219
DB00363,1,DB00528
DB00240,1,DB01245
DB00248,1,DB00446
DB00967,1,DB00633
DB01244,1,DB08907
DB00575,1,DB00875
DB00608,1,DB00712
DB01159,1,DB06282
DB00608,1,DB00788
DB04908,1,DB06282
DB00182,1,DB00598
DB00240,1,DB00963
DB00623,1,DB01221
DB00714,1,DB00584
DB00703,1,DB00968
DB04946,1,DB01028
DB00633,1,DB00883
DB11181,1,DB00333
DB00589,1,DB01206
DB00356,1,DB04946
DB08906,1,DB04817
DB00851,1,DB01248
DB00967,1,DB06716
DB00907,1,DB06738
DB00987,1,DB01248
DB06594,1,DB01175
DB00963,1,DB00741
DB00215,1,DB00588
DB00297,1,DB00633
DB01064,1,DB01171
DB00593,1,DB00333
DB00802,1,DB00402
DB00633,1,DB00494
DB00924,1,DB00458
DB01143,1,DB00594
DB01215,1,DB00875
DB00477,1,DB09232
DB00363,1,DB01254
DB00521,1,DB00872
DB00967,1,DB00371
DB00494,1,DB00996
DB00443,1,DB01009
DB01136,1,DB00703
DB04855,1,DB00589
DB01018,1,DB00703
DB01466,1,DB08815
DB06594,1,DB00363
DB01351,1,DB00333
DB01161,1,DB01437
DB09232,1,DB00808
DB01050,1,DB01024
DB01380,1,DB00861
DB00228,1,DB09166
DB00321,1,DB00835
DB00796,1,DB01024
DB00586,1,DB01283
DB00631,1,DB00703
DB00591,1,DB00179
DB01013,1,DB01097
DB00628,1,DB01151
DB08918,1,DB00371
DB00876,1,DB01097
DB00248,1,DB00199
DB00494,1,DB06282
DB12161,1,DB01233
DB00394,1,DB00805
DB00594,1,DB01136
DB00176,1,DB00458
DB00591,1,DB00772
DB00332,1,DB01227
DB04841,1,DB01221
DB00521,1,DB00295
DB00749,1,DB01050
DB00248,1,DB00255
DB01176,1,DB00996
DB00950,1,DB00176
DB00363,1,DB00434
DB00476,1,DB00696
DB00542,1,DB00883
DB00477,1,DB00494
DB00321,1,DB04846
DB00318,1,DB09338
DB00402,1,DB00593
DB01128,1,DB06772
DB00748,1,DB04908
DB00762,1,DB00353
DB01114,1,DB00455
DB01176,1,DB00228
DB00633,1,DB06716
DB01408,1,DB01171
DB01176,1,DB00754
DB01161,1,DB01028
DB01435,1,DB01253
DB01127,1,DB00353
DB01221,1,DB01028
DB00887,1,DB09232
DB00477,1,DB00228
DB00324,1,DB00814
DB00690,1,DB00933
DB01351,1,DB01437
DB06700,1,DB00593
DB00963,1,DB01097
DB13783,1,DB00179
DB00861,1,DB00591
DB06700,1,DB01065
DB00640,1,DB00390
DB00458,1,DB00555
DB00467,1,DB00959
DB00240,1,DB01400
DB01197,1,DB00876
DB00983,1,DB00805
DB04946,1,DB00186
DB00633,1,DB01018
DB09128,1,DB00996
DB00176,1,DB00353
DB01234,1,DB06725
DB00924,1,DB06738
DB06800,1,DB00704
DB00356,1,DB01159
DB01215,1,DB00753
DB00527,1,DB01355
DB00813,1,DB08918
DB00714,1,DB00883
DB00320,1,DB04871
DB01200,1,DB00363
DB01248,1,DB01177
DB01253,1,DB00898
DB01175,1,DB00623
DB00182,1,DB01466
DB00594,1,DB00381
DB00924,1,DB00422
DB06736,1,DB01283
DB00476,1,DB00228
DB00321,1,DB00748
DB00482,1,DB00720
DB00924,1,DB01065
DB00907,1,DB00589
DB00993,1,DB01097
DB00829,1,DB00683
DB00979,1,DB00804
DB00998,1,DB08815
DB00841,1,DB01064
DB00318,1,DB00805
DB00696,1,DB00619
DB01142,1,DB04953
DB00542,1,DB00179
DB00949,1,DB00555
DB01076,1,DB00502
DB00502,1,DB06282
DB00819,1,DB00869
DB00589,1,DB00333
DB04953,1,DB01587
DB00594,1,DB06292
DB11148,1,DB01355
DB01380,1,DB00784
DB01612,1,DB01023
DB06216,1,DB01068
DB00655,1,DB01050
DB00356,1,DB01175
DB00240,1,DB00972
DB00921,1,DB00695
DB01076,1,DB00622
DB00845,1,DB00696
DB00381,1,DB00353
DB01558,1,DB01544
DB00527,1,DB00455
DB01235,1,DB01171
DB00476,1,DB09166
DB00588,1,DB00674
DB01544,1,DB00934
DB01176,1,DB00402
DB01253,1,DB00763
DB00921,1,DB06800
DB00967,1,DB11181
DB01128,1,DB00248
DB00865,1,DB00211
DB04946,1,DB01002
DB00696,1,DB01016
DB09232,1,DB01020
DB00796,1,DB01242
DB01118,1,DB00542
DB01628,1,DB00959
DB00484,1,DB04920
DB09232,1,DB01144
DB01144,1,DB00528
DB01193,1,DB01407
DB06700,1,DB01159
DB04946,1,DB00589
DB00458,1,DB01020
DB00292,1,DB00333
DB01068,1,DB00575
DB11148,1,DB01075
DB01240,1,DB00703
DB01169,1,DB00872
DB09232,1,DB00700
DB01219,1,DB01355
DB01095,2,DB01011
DB06616,2,DB00356
DB09262,2,DB01167
DB00321,2,DB00677
DB06605,2,DB04855
DB05812,2,DB00216
DB11633,2,DB00745
DB00188,2,DB00215
DB01611,2,DB00933
DB04871,2,DB00834
DB00179,2,DB00563
DB00584,2,DB01149
DB00741,2,DB00227
DB01211,2,DB08820
DB00636,2,DB09195
DB06595,2,DB04861
DB00907,2,DB09048
DB01254,2,DB00379
DB13954,2,DB00764
DB00381,2,DB00264
DB00381,2,DB09048
DB09026,2,DB11633
DB01254,2,DB00783
DB01166,2,DB01241
DB00328,2,DB09049
DB00297,2,DB09063
DB00289,2,DB09167
DB01118,2,DB01194
DB00439,2,DB00257
DB09262,2,DB00834
DB00757,2,DB11633
DB00673,2,DB04835
DB00446,2,DB04908
DB13953,2,DB09048
DB01136,2,DB09198
DB06282,2,DB09195
DB00439,2,DB01011
DB06237,2,DB00872
DB01435,2,DB01254
DB01211,2,DB09262
DB09063,2,DB01009
DB00845,2,DB09048
DB00949,2,DB09048
DB01118,2,DB00528
DB00559,2,DB05219
DB00518,2,DB09048
DB00673,2,DB11633
DB00907,2,DB01071
DB13954,2,DB09048
DB00673,2,DB04946
DB01590,2,DB01204
DB00257,2,DB01394
DB01118,2,DB09048
DB01558,2,DB01254
DB01394,2,DB00678
DB08820,2,DB01149
DB00471,2,DB09048
DB01238,2,DB00320
DB05239,2,DB00270
DB09053,2,DB01029
DB00673,2,DB14011
DB01118,2,DB06237
DB01394,2,DB00458
DB01039,2,DB00834
DB05812,2,DB01012
DB00584,2,DB00458
DB01380,2,DB01254
DB00320,2,DB01167
DB01558,2,DB01320
DB00872,2,DB00829
DB01076,2,DB09053
DB00307,2,DB08820
DB09063,2,DB06282
DB00802,2,DB11633
DB05812,2,DB00276
DB00637,2,DB01167
DB00501,2,DB01394
DB08899,2,DB00264
DB00898,2,DB08820
DB09195,2,DB00295
DB09063,2,DB00324
DB00872,2,DB13074
DB05812,2,DB01195
DB01197,2,DB09049
DB00612,2,DB06700
DB06203,2,DB08820
DB00977,2,DB00764
DB09128,2,DB00264
DB05812,2,DB01206
DB05812,2,DB00215
DB00612,2,DB08918
DB00673,2,DB01587
DB01029,2,DB00264
DB09053,2,DB01181
DB00207,2,DB09048
DB01238,2,DB01012
DB05812,2,DB11633
DB11633,2,DB00731
DB12001,2,DB06616
DB00501,2,DB01590
DB05812,2,DB00448
DB01095,2,DB00619
DB00521,2,DB08918
DB00276,2,DB09049
DB01238,2,DB01075
DB06016,2,DB09063
DB00668,2,DB11633
DB00872,2,DB00813
DB09063,2,DB08893
DB01095,2,DB00834
DB00324,2,DB08820
DB00872,2,DB01227
DB01559,2,DB00872
DB00518,2,DB09195
DB00872,2,DB08899
DB00972,2,DB09195
DB00983,2,DB00834
DB00363,2,DB00472
DB00872,2,DB00502
DB01076,2,DB09049
DB01016,2,DB00227
DB00446,2,DB00091
DB00559,2,DB04855
DB00470,2,DB01149
DB08820,2,DB00471
DB01169,2,DB11633
DB01184,2,DB00254
DB00963,2,DB00390
DB00673,2,DB05381
DB00647,2,DB09048
DB01136,2,DB01026
DB01184,2,DB00619
DB00356,2,DB09195
DB09063,2,DB00281
DB01167,2,DB00264
DB00248,2,DB11633
DB00872,2,DB09078
DB09026,2,DB09048
DB04908,2,DB01357
DB00673,2,DB00307
DB00436,2,DB00245
DB00655,2,DB00588
DB06203,2,DB01200
DB00518,2,DB01254
DB00257,2,DB00700
DB01246,2,DB00608
DB09063,2,DB01466
DB00216,2,DB01149
DB13783,2,DB00563
DB01026,2,DB09048
DB06616,2,DB00448
DB00872,2,DB00745
DB00872,2,DB06700
DB09063,2,DB00204
DB05812,2,DB00518
DB09026,2,DB08820
DB00757,2,DB09048
DB01223,2,DB09048
DB00289,2,DB09128
DB01254,2,DB08893
DB00283,2,DB04861
DB13954,2,DB00834
DB00186,2,DB09195
DB00216,2,DB00270
DB00696,2,DB09048
DB09063,2,DB11560
DB01167,2,DB08932
DB01184,2,DB11633
DB00655,2,DB00324
DB00872,2,DB01018
DB06605,2,DB00176
DB06772,2,DB01149
DB00240,2,DB09063
DB00678,2,DB00834
DB09128,2,DB08893
DB00278,2,DB11633
DB06605,2,DB00257
DB09063,2,DB11828
DB00813,2,DB01095
DB01418,2,DB08820
DB01394,2,DB01400
DB00227,2,DB01011
DB00264,2,DB06595
DB09195,2,DB06710
DB01253,2,DB01590
DB08820,2,DB00448
DB01029,2,DB09280
DB08820,2,DB09195
DB00972,2,DB00227
DB00724,2,DB09195
DB13956,2,DB08820
DB00204,2,DB01127
DB09063,2,DB09053
DB00748,2,DB01254
DB00872,2,DB06789
DB00872,2,DB00496
DB05812,2,DB00805
DB00987,2,DB00834
DB09039,2,DB09048
DB00439,2,DB01206
DB12161,2,DB09048
DB00673,2,DB00757
DB01234,2,DB13956
DB00696,2,DB00834
DB09123,2,DB01149
DB00921,2,DB09063
DB00872,2,DB00180
DB08820,2,DB01221
DB00455,2,DB09049
DB00563,2,DB00788
DB00677,2,DB00370
DB01466,2,DB08820
DB00613,2,DB09280
DB00673,2,DB08827
DB01183,2,DB09048
DB00482,2,DB04861
DB00264,2,DB09049
DB13953,2,DB00834
DB00564,2,DB00869
DB00907,2,DB01095
DB00673,2,DB08820
DB00924,2,DB01254
DB01026,2,DB08815
DB01394,2,DB00390
DB01095,2,DB00951
DB01254,2,DB04908
DB00898,2,DB09048
DB06616,2,DB00643
DB00451,2,DB09048
DB00257,2,DB01218
DB00542,2,DB01142
DB00813,2,DB01167
DB01223,2,DB00951
DB09063,2,DB12161
DB00589,2,DB09195
DB00619,2,DB01167
DB01191,2,DB00264
DB04835,2,DB09048
DB09063,2,DB00367
DB00437,2,DB00564
DB00439,2,DB01275
DB09128,2,DB11633
DB01200,2,DB01590
DB01016,2,DB08820
DB00741,2,DB09048
DB06616,2,DB00602
DB00673,2,DB00602
DB04908,2,DB01149
DB00619,2,DB00270
DB00446,2,DB09053
DB06616,2,DB00295
DB01211,2,DB01215
DB01218,2,DB01026
DB00327,2,DB00834
DB11817,2,DB09195
DB00501,2,DB05246
DB00496,2,DB09195
DB00502,2,DB11633
DB06210,2,DB00158
DB01418,2,DB01167
DB01211,2,DB01126
DB09063,2,DB00808
DB09223,2,DB08820
DB08865,2,DB01167
DB00834,2,DB00471
DB00623,2,DB09049
DB00673,2,DB06777
DB00559,2,DB01241
DB00872,2,DB00320
DB09053,2,DB00227
DB00514,2,DB00264
DB04574,2,DB01357
DB00872,2,DB01023
DB01137,2,DB09049
DB00694,2,DB09053
DB00215,2,DB08820
DB00470,2,DB00322
DB01283,2,DB00834
DB00802,2,DB00997
DB00514,2,DB09195
DB00470,2,DB00834
DB00283,2,DB01590
DB00673,2,DB00499
DB00169,2,DB00872
DB09063,2,DB04908
DB01071,2,DB06595
DB06616,2,DB01142
DB00872,2,DB13874
DB00796,2,DB09063
DB00188,2,DB00813
DB09128,2,DB01211
DB06616,2,DB00270
DB01156,2,DB14006
DB01166,2,DB00678
DB00907,2,DB01254
DB00915,2,DB01590
DB11633,2,DB00814
DB01118,2,DB00700
DB01128,2,DB01095
DB13956,2,DB00834
DB00254,2,DB00933
DB00278,2,DB00227
DB00320,2,DB09039
DB06700,2,DB00834
DB00318,2,DB09048
DB00201,2,DB01254
DB00176,2,DB08827
DB00390,2,DB00688
DB05676,2,DB08820
DB00343,2,DB01590
DB08815,2,DB00834
DB00439,2,DB00997
DB01253,2,DB00227
DB00278,2,DB00683
DB00588,2,DB01149
DB01023,2,DB00264
DB00604,2,DB01026
DB01114,2,DB00264
DB09063,2,DB04841
DB01211,2,DB09166
DB09053,2,DB00370
DB09063,2,DB00199
DB01211,2,DB01018
DB05812,2,DB01228
DB00543,2,DB08882
DB00307,2,DB11633
DB00673,2,DB01242
DB00248,2,DB08882
DB00201,2,DB00872
DB01136,2,DB01254
DB00248,2,DB09053
DB05812,2,DB08893
DB01590,2,DB01167
DB09063,2,DB00700
DB00773,2,DB09053
DB01086,2,DB00997
DB00784,2,DB00834
DB01166,2,DB13874
DB00835,2,DB11633
DB01095,2,DB08882
DB06616,2,DB01628
DB00973,2,DB01095
DB00808,2,DB09048
DB09128,2,DB01075
DB00343,2,DB00619
DB09039,2,DB00502
DB09280,2,DB00688
DB01118,2,DB01166
DB05812,2,DB00496
DB01380,2,DB09195
DB00608,2,DB08820
DB00294,2,DB09048
DB00872,2,DB00997
DB05239,2,DB11633
DB00997,2,DB00584
DB00613,2,DB00834
DB01394,2,DB04855
DB00321,2,DB00834
DB04794,2,DB00439
DB01222,2,DB00655
DB00307,2,DB09063
DB00835,2,DB09063
DB00176,2,DB08815
DB00476,2,DB00264
DB00346,2,DB06203
DB00997,2,DB01016
DB09053,2,DB00270
DB00185,2,DB09195
DB00673,2,DB00448
DB00470,2,DB01590
DB00647,2,DB00264
DB09026,2,DB01167
DB09063,2,DB00317
DB01396,2,DB00763
DB01095,2,DB01071
DB09128,2,DB00333
DB01223,2,DB09195
DB00289,2,DB00700
DB04845,2,DB09195
DB00889,2,DB09048
DB00320,2,DB00204
DB01254,2,DB00343
DB01151,2,DB09049
DB05351,2,DB00834
DB00390,2,DB09049
DB05676,2,DB11633
DB01558,2,DB00176
DB00537,2,DB01590
DB00591,2,DB01026
DB00751,2,DB11633
DB11633,2,DB01026
DB00559,2,DB00254
DB00584,2,DB00834
DB00613,2,DB06210
DB01394,2,DB01110
DB00557,2,DB09195
DB01394,2,DB00834
DB05812,2,DB00281
DB05812,2,DB04840
DB00872,2,DB00530
DB09195,2,DB01149
DB01151,2,DB01590
DB01254,2,DB00674
DB01012,2,DB00872
DB00289,2,DB08820
DB00091,2,DB00677
DB00248,2,DB00677
DB00537,2,DB01394
DB01254,2,DB00694
DB01418,2,DB00544
DB00673,2,DB06789
DB09063,2,DB06700
DB05812,2,DB00176
DB01068,2,DB01254
DB04835,2,DB01149
DB00185,2,DB01254
DB00283,2,DB08827
DB01018,2,DB00834
DB00872,2,DB01126
DB01166,2,DB00328
DB01254,2,DB01221
DB09053,2,DB08827
DB01095,2,DB00281
DB00215,2,DB09048
DB00673,2,DB00227
DB09262,2,DB01149
DB09128,2,DB00951
DB01118,2,DB09128
DB06616,2,DB00604
DB05812,2,DB00622
DB00439,2,DB01234
DB05812,2,DB00458
DB06616,2,DB00455
DB01254,2,DB00696
DB05812,2,DB00514
DB05239,2,DB00176
DB00956,2,DB00227
DB00613,2,DB00439
DB06616,2,DB00704
DB01114,2,DB11633
DB01466,2,DB11633
DB00608,2,DB04861
DB00439,2,DB00537
DB00307,2,DB09048
DB11817,2,DB09048
DB09128,2,DB00363
DB01136,2,DB00544
DB00207,2,DB00872
DB08907,2,DB01590
DB09128,2,DB06595
DB00872,2,DB00367
DB00673,2,DB00472
DB00322,2,DB01320
DB00673,2,DB00764
DB00712,2,DB00834
DB01628,2,DB00563
DB00176,2,DB00619
DB00542,2,DB01242
DB00883,2,DB08820
DB00445,2,DB00903
DB00586,2,DB00622
DB00324,2,DB11633
DB01012,2,DB00264
DB09063,2,DB00814
DB00227,2,DB01071
DB00950,2,DB09049
DB05239,2,DB01026
DB00443,2,DB01167
DB00188,2,DB01590
DB06626,2,DB11633
DB00673,2,DB01393
DB00254,2,DB09039
DB01418,2,DB01026
DB00439,2,DB00588
DB09063,2,DB09049
DB00872,2,DB00327
DB01126,2,DB11633
DB01238,2,DB00501
DB01222,2,DB01167
DB09063,2,DB00528
DB00346,2,DB00872
DB01095,2,DB01259
DB06730,2,DB09053
DB09195,2,DB06595
DB01169,2,DB00439
DB00997,2,DB01095
DB00872,2,DB00694
DB00903,2,DB01177
DB05812,2,DB00476
DB00724,2,DB09048
DB00915,2,DB09049
DB05812,2,DB00317
DB09166,2,DB01149
DB01012,2,DB00476
DB00317,2,DB00834
DB01200,2,DB01254
DB00207,2,DB00997
DB08820,2,DB00379
DB00490,2,DB01254
DB09063,2,DB01242
DB01184,2,DB01026
DB00381,2,DB01095
DB01167,2,DB08815
DB00499,2,DB00834
DB00673,2,DB00584
DB00802,2,DB00199
DB06616,2,DB01196
DB00604,2,DB00199
DB01222,2,DB00255
DB00977,2,DB08820
DB00390,2,DB00677
DB01418,2,DB00448
DB00872,2,DB13952
DB01254,2,DB06700
DB00546,2,DB00673
DB13952,2,DB00834
DB01590,2,DB00623
DB00673,2,DB06738
DB12483,2,DB01254
DB00091,2,DB09195
DB00227,2,DB00353
DB00439,2,DB01253
DB09049,2,DB00622
DB00188,2,DB09048
DB00289,2,DB00216
DB01544,2,DB01320
DB09128,2,DB00254
DB09063,2,DB00295
DB00604,2,DB09195
DB01216,2,DB11633
DB00240,2,DB08820
DB09123,2,DB04908
DB00673,2,DB13874
DB09167,2,DB00472
DB08820,2,DB00451
DB00476,2,DB09039
DB11633,2,DB00959
DB00439,2,DB00343
DB01380,2,DB13956
DB00346,2,DB00006
DB09053,2,DB00455
DB05812,2,DB01426
DB00872,2,DB04855
DB09063,2,DB00783
DB00518,2,DB11633
DB06616,2,DB09235
DB00458,2,DB00677
DB00446,2,DB00215
DB00872,2,DB00683
DB00248,2,DB01211
DB01254,2,DB06702
DB00602,2,DB09048
DB01238,2,DB01026
DB01559,2,DB01254
DB05812,2,DB01259
DB00872,2,DB00959
DB00188,2,DB09063
DB00266,2,DB01026
DB01215,2,DB01167
DB01222,2,DB01357
DB05812,2,DB00898
DB06616,2,DB00257
DB01275,2,DB00227
DB00748,2,DB08820
DB00623,2,DB00358
DB06616,2,DB00741
DB00390,2,DB11633
DB00998,2,DB01171
DB00343,2,DB08815
DB01118,2,DB01018
DB01167,2,DB00528
DB05381,2,DB11633
DB00470,2,DB09195
DB01211,2,DB00528
DB00915,2,DB01394
DB01128,2,DB09053
DB00822,2,DB01320
DB00439,2,DB00176
DB00673,2,DB11817
DB00006,2,DB01200
DB08907,2,DB00997
DB00477,2,DB09049
DB13874,2,DB09048
DB01544,2,DB08820
DB01136,2,DB01241
DB01166,2,DB00317
DB00918,2,DB00182
DB00918,2,DB09280
DB01410,2,DB13952
DB00872,2,DB01396
DB00872,2,DB01219
DB00091,2,DB09049
DB00559,2,DB09167
DB06772,2,DB01254
DB00586,2,DB09280
DB01222,2,DB01149
DB00321,2,DB06605
DB00176,2,DB08820
DB00813,2,DB00834
DB00317,2,DB11633
DB13956,2,DB00591
DB00751,2,DB08820
DB00872,2,DB00724
DB08882,2,DB00227
DB00006,2,DB00390
DB01136,2,DB09048
DB01254,2,DB11737
DB00176,2,DB00264
DB00673,2,DB01183
DB06777,2,DB08820
DB00496,2,DB09039
DB06772,2,DB09063
DB00813,2,DB01026
DB01211,2,DB00320
DB01166,2,DB00283
DB01320,2,DB00422
DB01254,2,DB08827
DB04574,2,DB09048
DB00608,2,DB00264
DB06777,2,DB00872
DB06700,2,DB00598
DB01166,2,DB00872
DB09063,2,DB00724
DB00673,2,DB06616
DB01002,2,DB09048
DB00584,2,DB09049
DB00973,2,DB09053
DB00320,2,DB00834
DB00990,2,DB09195
DB01156,2,DB00988
DB11737,2,DB00834
DB00967,2,DB01590
DB12010,2,DB09195
DB00518,2,DB00673
DB00394,2,DB01026
DB00783,2,DB00764
DB00762,2,DB08820
DB01218,2,DB00270
DB09128,2,DB00091
DB01590,2,DB00295
DB01197,2,DB00091
DB06774,2,DB09053
DB06616,2,DB00477
DB00673,2,DB06702
DB01166,2,DB00091
DB01254,2,DB01023
DB00604,2,DB09048
DB01211,2,DB00266
DB00678,2,DB09049
DB00872,2,DB09123
DB06626,2,DB01026
DB06616,2,DB00531
DB12001,2,DB09195
DB00227,2,DB01110
DB00446,2,DB00227
DB00604,2,DB00264
DB01254,2,DB00227
DB00845,2,DB01394
DB00204,2,DB00199
DB00281,2,DB00264
DB09212,2,DB00563
DB00254,2,DB00227
DB11633,2,DB00451
DB13954,2,DB08820
DB00201,2,DB09049
DB00257,2,DB09049
DB01169,2,DB09053
DB09128,2,DB00619
DB01012,2,DB01254
DB06725,2,DB00563
DB00257,2,DB00470
DB04855,2,DB01149
DB01393,2,DB11633
DB00185,2,DB00834
DB13953,2,DB09195
DB05812,2,DB00835
DB00343,2,DB08827
DB00748,2,DB00264
DB00321,2,DB09063
DB06616,2,DB00696
DB01095,2,DB00176
DB00872,2,DB01167
DB00945,2,DB00834
DB00439,2,DB00834
DB01426,2,DB00264
DB08875,2,DB01254
DB01254,2,DB13874
DB00694,2,DB00695
DB01418,2,DB00736
DB01222,2,DB13956
DB05812,2,DB00978
DB00176,2,DB09195
DB00918,2,DB01026
DB00834,2,DB01149
DB01254,2,DB00327
DB01018,2,DB01026
DB00515,2,DB11633
DB05381,2,DB00834
DB01590,2,DB00281
DB00655,2,DB01357
DB00363,2,DB06595
DB00673,2,DB06700
DB01110,2,DB09048
DB00631,2,DB06210
DB01151,2,DB08893
DB00916,2,DB09048
DB06203,2,DB01149
DB13954,2,DB00180
DB01068,2,DB00834
DB00317,2,DB00264
DB01238,2,DB00195
DB00204,2,DB01149
DB01221,2,DB09195
DB00188,2,DB00470
DB00321,2,DB08820
DB09063,2,DB01149
DB01254,2,DB01095
DB00588,2,DB01026
DB06772,2,DB08820
DB00289,2,DB00264
DB00215,2,DB01171
DB06616,2,DB01204
DB08865,2,DB01254
DB00924,2,DB09048
DB05812,2,DB13874
DB00278,2,DB01151
DB01246,2,DB01117
DB00215,2,DB00745
DB00643,2,DB09049
DB00215,2,DB00363
DB00439,2,DB00528
DB08868,2,DB09048
DB09195,2,DB00683
DB00381,2,DB09049
DB01197,2,DB01590
DB01118,2,DB06695
DB08820,2,DB00602
DB01242,2,DB09195
DB00673,2,DB00531
DB01590,2,DB00371
DB00381,2,DB00673
DB01248,2,DB01095
DB00921,2,DB00834
DB01590,2,DB00619
DB00997,2,DB00643
DB09128,2,DB00458
DB00199,2,DB00619
DB01136,2,DB00678
DB01254,2,DB00295
DB00845,2,DB08820
DB11633,2,DB01006
DB00436,2,DB00332
DB01395,2,DB01167
DB00613,2,DB00907
DB00248,2,DB01197
DB05239,2,DB00199
DB00470,2,DB04855
DB00283,2,DB00227
DB01204,2,DB09049
DB01211,2,DB11633
DB00872,2,DB00696
DB01086,2,DB06616
DB11817,2,DB08820
DB00559,2,DB09048
DB00872,2,DB04574
DB00343,2,DB01320
DB06237,2,DB00619
DB00834,2,DB00731
DB01394,2,DB01254
DB05812,2,DB06605
DB01410,2,DB08820
DB00502,2,DB00264
DB01394,2,DB00741
DB09128,2,DB01242
DB09063,2,DB03756
DB13952,2,DB00588
DB00967,2,DB00264
DB01196,2,DB09049
DB09195,2,DB08893
DB00363,2,DB09048
DB00918,2,DB09063
DB01238,2,DB00264
DB01211,2,DB01259
DB01217,2,DB09053
DB05812,2,DB00851
DB00439,2,DB04839
DB00694,2,DB01095
DB01013,2,DB13952
DB00346,2,DB08820
DB01136,2,DB01095
DB09231,2,DB09063
DB01248,2,DB08820
DB09195,2,DB01110
DB01126,2,DB00834
DB09063,2,DB00602
DB00921,2,DB11633
DB00673,2,DB06710
DB01259,2,DB01149
DB01248,2,DB00834
DB00872,2,DB14011
DB01050,2,DB11633
DB00872,2,DB01259
